"Name";"Position";"Club";"Age";"Int Caps";"Int Goals";"Wage";"Value";"Sale Value";"Best Rating";"Best Pot Rating";"Squad Rep";"Squad Status";"GK Rating";"SW Rating";"DL Rating";"DC Rating";"DR Rating";"WBL Rating";"WBR Rating";"DM Rating";"ML Rating";"MC Rating";"MR Rating";"AML Rating";"AMC Rating";"AMR Rating";"FS Rating";"TS Rating";"GK Pot Rating";"SW Pot Rating";"DL Pot Rating";"DC Pot Rating";"DR Pot Rating";"WBL Pot Rating";"WBR Pot Rating";"DM Pot Rating";"ML Pot Rating";"MC Pot Rating";"MR Pot Rating";"AML Pot Rating";"AMC Pot Rating";"AMR Pot Rating";"FS Pot Rating";"TS Pot Rating";"Unique ID";"Club ID"
"Chimino, Christian";"D/WB/M R";"Arsenal de Sarandí";"27";"0";"0";"2.510";"1.233.850";"2.052.540";"67,6% (FB)";"69,2% (FB)";"5850";"First Team";"35,84%";"56,31%";"62,96%";"54,63%";"67,64%";"62,32%";"66,95%";"58,49%";"62,81%";"60,23%";"67,32%";"62,81%";"58,65%";"62,81%";"59,66%";"54,79%";"36,54%";"57,65%";"64,42%";"55,78%";"69,20%";"63,74%";"68,48%";"60,11%";"64,28%";"61,95%";"68,89%";"64,28%";"60,12%";"64,28%";"61,24%";"55,98%";"14021208";"102476"
"Corvalán, Claudio";"D/WB L";"Arsenal de Sarandí";"26";"0";"0";"1.660";"266.930";"354.730";"66,4% (FB)";"68,7% (FB)";"5850";"Rotation";"33,68%";"59,20%";"66,41%";"59,21%";"61,82%";"64,68%";"60,28%";"60,02%";"59,63%";"59,80%";"59,63%";"59,63%";"53,19%";"59,63%";"57,38%";"59,76%";"34,86%";"61,30%";"68,72%";"61,07%";"63,96%";"66,92%";"62,36%";"61,83%";"61,77%";"61,53%";"61,77%";"61,77%";"55,41%";"61,77%";"59,65%";"61,62%";"14021217";"102476"
"Costa, Franco";"AM/F C";"Arsenal de Sarandí";"24";"0";"0";"1.150";"222.040";"333.520";"67,3% (FS)";"70,9% (FS)";"5850";"Rotation";"31,39%";"47,71%";"53,67%";"43,12%";"53,67%";"54,44%";"54,44%";"53,89%";"61,17%";"56,94%";"61,17%";"61,17%";"65,02%";"61,17%";"67,35%";"56,58%";"33,08%";"50,71%";"56,84%";"45,82%";"56,84%";"57,56%";"57,56%";"57,14%";"64,33%";"60,36%";"64,33%";"64,33%";"68,46%";"64,33%";"70,86%";"59,55%";"14082363";"102476"
"Curado, Marcos";"D RC";"Arsenal de Sarandí";"20";"0";"0";"20";"425.420";"539.480";"65,2% (FB)";"72,8% (FB)";"5850";"Hot Prospect";"34,37%";"56,97%";"61,10%";"60,89%";"65,21%";"60,02%";"60,02%";"60,17%";"59,82%";"61,00%";"59,82%";"59,82%";"52,59%";"59,82%";"56,23%";"58,84%";"38,19%";"64,00%";"68,18%";"67,63%";"72,76%";"66,88%";"66,88%";"66,63%";"66,65%";"67,30%";"66,65%";"66,65%";"59,44%";"66,65%";"63,35%";"64,88%";"14117387";"102476"
"Curbelo, Jorge";"D C";"Arsenal de Sarandí";"34";"1";"0";"1.730";"113.650";"194.400";"70,4% (CB)";"70,4% (CB)";"5850";"First Team";"29,07%";"62,58%";"60,77%";"70,40%";"64,24%";"58,48%";"58,48%";"61,02%";"56,14%";"59,53%";"56,14%";"56,14%";"47,53%";"56,14%";"51,91%";"62,36%";"29,07%";"62,58%";"60,77%";"70,40%";"64,24%";"58,48%";"58,48%";"60,87%";"56,14%";"59,32%";"56,14%";"56,14%";"47,53%";"56,14%";"51,91%";"62,36%";"5512975";"102476"
"Fredes, Hernán";"AM C";"Arsenal de Sarandí";"28";"0";"0";"2.100";"767.890";"1.439.680";"70,6% (W)";"74,8% (W)";"5850";"First Team";"32,26%";"52,95%";"61,84%";"50,62%";"61,84%";"61,83%";"61,83%";"61,51%";"70,26%";"69,85%";"70,56%";"69,12%";"66,84%";"69,89%";"62,15%";"55,60%";"34,23%";"56,63%";"65,94%";"53,89%";"65,94%";"65,85%";"65,85%";"65,17%";"74,49%";"73,81%";"74,81%";"73,28%";"71,11%";"74,10%";"66,25%";"58,93%";"14000557";"102476"
"Lértora, Federico";"DM";"Arsenal de Sarandí";"25";"0";"0";"3.190";"675.890";"859.530";"73,5% (DM)";"76,1% (DM)";"5850";"Key Player";"34,40%";"66,20%";"68,78%";"68,45%";"68,78%";"66,98%";"66,98%";"73,46%";"66,83%";"72,70%";"66,83%";"66,83%";"61,28%";"66,83%";"61,47%";"65,30%";"35,62%";"68,30%";"70,89%";"70,34%";"70,89%";"69,06%";"69,06%";"76,09%";"68,98%";"75,48%";"68,98%";"68,98%";"63,56%";"68,98%";"63,75%";"67,17%";"14021188";"102476"
"López, Ramiro";"AM LC";"Arsenal de Sarandí";"31";"0";"0";"930";"84.960";"77.230";"61,8% (W)";"63,6% (W)";"5850";"Backup";"31,48%";"50,33%";"55,76%";"48,02%";"55,76%";"55,99%";"55,99%";"54,65%";"61,75%";"60,63%";"57,87%";"57,87%";"59,08%";"57,87%";"57,48%";"51,32%";"32,39%";"51,98%";"57,59%";"49,56%";"57,59%";"57,78%";"57,78%";"56,39%";"63,62%";"62,58%";"59,62%";"59,62%";"60,89%";"59,62%";"59,26%";"52,85%";"958377";"102476"
"Luna, Fernando";"D/WB L";"Arsenal de Sarandí";"26";"0";"0";"970";"166.530";"153.240";"69,5% (FB)";"70,4% (FB)";"5850";"Backup";"31,50%";"52,68%";"69,50%";"48,41%";"64,69%";"68,88%";"64,36%";"58,07%";"65,78%";"60,69%";"61,74%";"61,74%";"54,80%";"61,74%";"56,68%";"48,30%";"31,87%";"53,49%";"70,45%";"49,10%";"65,57%";"69,80%";"65,22%";"59,00%";"66,70%";"61,66%";"62,61%";"62,61%";"55,66%";"62,61%";"57,60%";"48,99%";"14131910";"102476"
"Marcone, Iván";"DM";"Arsenal de Sarandí";"25";"0";"0";"3.690";"1.816.280";"2.893.650";"73,2% (M)";"76,4% (M)";"5850";"Key Player";"37,40%";"61,84%";"67,82%";"62,10%";"67,82%";"66,45%";"66,45%";"70,58%";"68,13%";"73,23%";"68,13%";"68,13%";"63,75%";"68,13%";"64,94%";"63,20%";"39,00%";"64,74%";"70,88%";"64,67%";"70,88%";"69,48%";"69,48%";"73,67%";"71,16%";"76,38%";"71,16%";"71,16%";"66,85%";"71,16%";"68,10%";"65,78%";"14018060";"102476"
"Milo, Federico";"D/WB/M L";"Arsenal de Sarandí";"24";"0";"0";"1.660";"338.120";"446.450";"66,3% (W)";"69,6% (W)";"5850";"First Team";"31,06%";"51,76%";"63,08%";"49,22%";"58,71%";"63,14%";"58,77%";"56,89%";"66,35%";"59,40%";"61,99%";"61,99%";"57,63%";"61,99%";"59,35%";"52,70%";"32,66%";"54,57%";"66,34%";"51,67%";"61,75%";"66,35%";"61,76%";"60,13%";"69,57%";"62,84%";"65,01%";"65,01%";"60,72%";"65,01%";"62,52%";"55,20%";"14035013";"102476"
"Muñoz, Fabián";"AM R, ST";"Arsenal de Sarandí";"24";"0";"0";"2.390";"1.069.460";"1.892.090";"64,9% (W)";"67,4% (W)";"5850";"First Team";"31,36%";"51,90%";"57,04%";"51,82%";"57,04%";"57,52%";"57,52%";"56,02%";"63,91%";"57,56%";"64,52%";"64,30%";"54,70%";"64,95%";"62,68%";"61,05%";"32,59%";"54,00%";"59,28%";"53,69%";"59,28%";"59,70%";"59,70%";"58,04%";"66,29%";"59,58%";"66,92%";"66,70%";"57,01%";"67,37%";"65,20%";"63,14%";"14025209";"102476"
"Olivero, Emiliano";"GK";"Arsenal de Sarandí";"29";"0";"0";"850";"144.330";"134.590";"65,1% (GK)";"66,2% (GK)";"5850";"Backup";"65,10%";"48,77%";"43,66%";"47,81%";"43,66%";"42,35%";"42,35%";"45,13%";"45,30%";"44,66%";"45,30%";"45,30%";"42,03%";"45,30%";"44,91%";"50,42%";"66,16%";"49,47%";"44,33%";"48,42%";"44,33%";"43,01%";"43,01%";"46,05%";"46,01%";"45,64%";"46,01%";"46,01%";"42,69%";"46,01%";"45,58%";"51,09%";"14003651";"102476"
"Pugh, Lucas";"ST";"Arsenal de Sarandí";"22";"0";"0";"1.420";"765.210";"888.550";"66,8% (FS)";"73,7% (FS)";"5850";"Backup";"31,32%";"52,71%";"59,38%";"50,45%";"59,38%";"58,90%";"58,90%";"57,14%";"62,38%";"59,42%";"62,38%";"62,38%";"57,69%";"62,38%";"66,81%";"62,89%";"34,34%";"58,09%";"65,02%";"55,18%";"65,02%";"64,50%";"64,50%";"63,10%";"68,40%";"65,82%";"68,40%";"68,40%";"63,92%";"68,40%";"73,73%";"68,53%";"14031131";"102476"
"Zaldivia, Matías";"D C, DM";"Arsenal de Sarandí";"25";"0";"0";"1.270";"650.430";"1.161.310";"64,9% (FB)";"67,8% (FB)";"5850";"Rotation";"35,06%";"58,82%";"60,97%";"63,22%";"64,85%";"60,06%";"60,06%";"61,90%";"59,34%";"62,02%";"59,34%";"59,34%";"53,25%";"59,34%";"55,70%";"57,73%";"36,61%";"61,47%";"63,71%";"65,88%";"67,76%";"62,79%";"62,79%";"64,79%";"62,11%";"65,01%";"62,11%";"62,11%";"56,11%";"62,11%";"58,59%";"60,14%";"14036569";"102476"
"De Giorgis, Carlos";"GK";"Atl. Rafaela";"31";"0";"0";"1.210";"287.390";"529.100";"64,9% (GK)";"64,9% (GK)";"5600";"First Team";"64,94%";"46,78%";"46,69%";"44,30%";"46,69%";"46,01%";"46,01%";"48,70%";"47,84%";"47,49%";"47,84%";"47,84%";"44,97%";"47,84%";"47,08%";"47,71%";"64,94%";"46,78%";"46,69%";"44,30%";"46,69%";"46,01%";"46,01%";"48,93%";"47,84%";"47,80%";"47,84%";"47,84%";"44,97%";"47,84%";"47,08%";"47,71%";"962073";"102472"
"Eluchans, Juan";"D/WB/AM L";"Atl. Rafaela";"35";"0";"0";"2.000";"127.020";"160.640";"68,4% (W)";"68,4% (W)";"5600";"Rotation";"32,02%";"55,24%";"64,66%";"55,46%";"60,59%";"64,37%";"60,32%";"63,38%";"68,41%";"65,28%";"67,31%";"68,24%";"61,40%";"67,31%";"60,10%";"59,68%";"32,02%";"55,24%";"64,66%";"55,46%";"60,59%";"64,37%";"60,32%";"63,49%";"68,41%";"65,43%";"67,31%";"68,24%";"61,40%";"67,31%";"60,10%";"59,68%";"950321";"102472"
"Ferreyra, Osmar";"AM L";"Atl. Rafaela";"33";"0";"0";"2.570";"152.970";"253.240";"68,7% (W)";"68,7% (W)";"5600";"Rotation";"37,22%";"55,09%";"63,84%";"55,23%";"60,25%";"64,37%";"60,42%";"60,56%";"68,66%";"62,86%";"67,71%";"68,66%";"60,05%";"67,56%";"61,17%";"58,06%";"37,22%";"55,09%";"63,84%";"55,23%";"60,25%";"64,37%";"60,42%";"60,41%";"68,66%";"62,65%";"67,71%";"68,66%";"60,05%";"67,56%";"61,17%";"58,06%";"950869";"102472"
"Gaitán, Pablo";"M RC";"Atl. Rafaela";"23";"0";"0";"1.160";"253.500";"344.390";"65,0% (W)";"70,8% (W)";"5600";"Rotation";"33,13%";"56,52%";"59,75%";"55,75%";"59,75%";"58,77%";"58,77%";"57,72%";"60,53%";"63,99%";"65,03%";"60,53%";"60,05%";"64,13%";"58,73%";"56,20%";"36,05%";"61,50%";"65,11%";"60,24%";"65,11%";"64,06%";"64,06%";"62,88%";"65,93%";"69,68%";"70,83%";"65,93%";"65,94%";"69,85%";"64,36%";"60,82%";"14047719";"102472"
"Jominy, Franco";"ST";"Atl. Rafaela";"21";"0";"0";"1.410";"874.500";"1.836.520";"64,2% (TS)";"71,6% (FS)";"5600";"Rotation";"30,03%";"55,90%";"57,69%";"55,96%";"57,69%";"57,24%";"57,24%";"58,58%";"60,19%";"60,08%";"60,19%";"60,19%";"60,49%";"60,19%";"64,09%";"64,17%";"33,28%";"61,60%";"63,63%";"60,94%";"63,63%";"63,14%";"63,14%";"64,20%";"66,60%";"65,91%";"66,60%";"66,60%";"67,66%";"66,60%";"71,60%";"70,26%";"14047715";"102472"
"Kruspzky, Lucas";"D/WB L";"Atl. Rafaela";"23";"0";"0";"1.690";"716.090";"1.273.340";"66,1% (FB)";"70,1% (FB)";"5600";"Rotation";"33,19%";"56,49%";"66,13%";"55,51%";"61,55%";"64,79%";"60,71%";"58,02%";"60,37%";"58,84%";"60,37%";"60,37%";"54,20%";"60,37%";"57,54%";"53,46%";"35,04%";"59,97%";"70,09%";"58,53%";"65,24%";"68,61%";"64,29%";"61,63%";"63,98%";"62,49%";"63,98%";"63,98%";"57,88%";"63,98%";"61,31%";"56,46%";"14020598";"102472"
"Marino, Guillermo";"AM RLC";"Atl. Rafaela";"34";"0";"0";"1.590";"95.480";"178.220";"68,7% (W)";"68,7% (W)";"5600";"First Team";"32,68%";"55,33%";"60,00%";"51,92%";"60,00%";"59,67%";"59,67%";"63,26%";"68,67%";"67,12%";"68,67%";"68,27%";"65,23%";"68,27%";"63,57%";"56,90%";"32,68%";"55,33%";"60,00%";"51,92%";"60,00%";"59,67%";"59,67%";"63,10%";"68,67%";"66,90%";"68,67%";"68,27%";"65,23%";"68,27%";"63,57%";"56,90%";"950087";"102472"
"Morales, Dimas";"D/WB/M L";"Atl. Rafaela";"21";"0";"0";"1.070";"562.880";"1.301.610";"65,0% (FB)";"72,1% (FB)";"5600";"Rotation";"33,04%";"55,55%";"65,02%";"55,93%";"60,53%";"64,33%";"60,02%";"58,29%";"63,44%";"58,58%";"59,35%";"63,01%";"52,90%";"59,35%";"55,86%";"56,26%";"36,58%";"61,64%";"72,07%";"61,28%";"67,08%";"71,21%";"66,44%";"64,76%";"70,48%";"65,24%";"65,94%";"70,01%";"59,73%";"65,94%";"62,81%";"61,80%";"14089958";"102472"
"Orsini, Nicolás";"ST";"Atl. Rafaela";"21";"0";"0";"1.170";"257.600";"235.240";"62,6% (FS)";"70,0% (FS)";"5600";"Hot Prospect";"32,02%";"53,02%";"55,41%";"50,58%";"55,41%";"55,14%";"55,14%";"53,61%";"59,48%";"54,81%";"59,48%";"59,48%";"55,37%";"59,48%";"62,58%";"59,34%";"35,27%";"58,67%";"61,27%";"55,50%";"61,27%";"60,97%";"60,97%";"59,64%";"65,82%";"61,23%";"65,82%";"65,82%";"62,10%";"65,82%";"69,98%";"65,24%";"14091274";"102472"
"Parra, Facundo";"ST";"Atl. Rafaela";"30";"0";"0";"3.780";"304.970";"390.570";"72,4% (TS)";"74,9% (TS)";"5600";"Key Player";"34,70%";"59,57%";"61,13%";"59,93%";"61,13%";"60,91%";"60,91%";"63,62%";"66,77%";"65,91%";"66,77%";"71,13%";"66,80%";"70,58%";"71,16%";"72,42%";"36,08%";"61,84%";"63,51%";"61,89%";"63,51%";"63,26%";"63,26%";"65,97%";"69,32%";"68,39%";"69,32%";"73,86%";"69,70%";"73,28%";"74,20%";"74,90%";"963510";"102472"
"Pavetti, Pablo";"AM LC";"Atl. Rafaela";"24";"0";"0";"1.420";"295.390";"415.550";"66,5% (W)";"71,3% (W)";"5600";"Rotation";"28,95%";"48,66%";"56,28%";"46,19%";"56,28%";"57,05%";"57,05%";"58,13%";"66,52%";"61,49%";"65,29%";"66,36%";"62,77%";"64,91%";"59,47%";"52,58%";"31,22%";"52,65%";"60,67%";"49,79%";"60,67%";"61,36%";"61,36%";"62,66%";"71,27%";"66,19%";"69,95%";"71,10%";"67,69%";"69,54%";"64,05%";"56,34%";"14027706";"102472"
"Pussetto, Ignacio";"AM RLC, F C";"Atl. Rafaela";"20";"0";"0";"1.330";"310.930";"273.550";"63,4% (W)";"76,2% (W)";"5600";"Hot Prospect";"30,12%";"47,56%";"53,14%";"44,89%";"53,14%";"54,01%";"54,01%";"51,99%";"62,37%";"57,56%";"62,63%";"63,14%";"59,87%";"63,38%";"61,50%";"54,36%";"36,35%";"58,68%";"64,99%";"54,84%";"64,99%";"65,70%";"65,70%";"63,21%";"74,96%";"69,68%";"75,28%";"75,89%";"72,81%";"76,18%";"74,69%";"65,42%";"14092340";"102472"
"Quiroga, Mauro";"ST";"Atl. Rafaela";"26";"0";"0";"1.340";"515.620";"1.001.880";"73,3% (TS)";"75,2% (TS)";"5600";"Rotation";"28,13%";"57,99%";"55,71%";"59,62%";"55,71%";"54,60%";"54,60%";"57,08%";"58,56%";"58,31%";"58,56%";"58,56%";"50,39%";"58,56%";"62,85%";"73,29%";"29,27%";"59,87%";"57,68%";"61,26%";"57,68%";"56,56%";"56,56%";"58,77%";"60,70%";"59,99%";"60,70%";"60,70%";"52,66%";"60,70%";"65,32%";"75,23%";"67129949";"102472"
"Ré, Germán";"D RLC";"Atl. Rafaela";"34";"0";"0";"1.910";"165.660";"318.360";"74,8% (CB)";"74,8% (CB)";"5600";"Key Player";"34,34%";"67,30%";"71,36%";"74,79%";"71,36%";"64,26%";"64,26%";"64,28%";"59,98%";"61,53%";"59,98%";"59,98%";"50,28%";"59,98%";"53,35%";"62,02%";"34,34%";"67,30%";"71,36%";"74,79%";"71,36%";"64,26%";"64,26%";"64,63%";"59,98%";"62,01%";"59,98%";"59,98%";"50,28%";"59,98%";"53,35%";"62,02%";"955606";"102472"
"Rodríguez Rojas, Germán";"M RC";"Atl. Rafaela";"26";"0";"0";"1.500";"320.720";"435.960";"67,1% (W)";"69,6% (W)";"5600";"Rotation";"30,27%";"52,03%";"59,79%";"49,44%";"59,79%";"60,04%";"60,04%";"56,86%";"62,73%";"63,90%";"67,14%";"62,73%";"62,77%";"62,73%";"60,89%";"53,93%";"31,54%";"54,15%";"62,07%";"51,34%";"62,07%";"62,29%";"62,29%";"59,21%";"65,05%";"66,53%";"69,62%";"65,05%";"65,32%";"65,05%";"63,30%";"55,93%";"14022448";"102472"
"Sacks, Joel";"D/WB R";"Atl. Rafaela";"26";"0";"0";"1.900";"359.730";"476.560";"70,6% (FB)";"72,4% (FB)";"5600";"First Team";"32,56%";"59,26%";"65,73%";"61,51%";"70,61%";"64,14%";"68,45%";"61,43%";"61,69%";"61,77%";"61,69%";"61,69%";"54,11%";"61,69%";"56,71%";"56,51%";"33,44%";"60,83%";"67,40%";"62,97%";"72,41%";"65,77%";"70,18%";"62,93%";"63,27%";"63,27%";"63,27%";"63,27%";"55,66%";"63,27%";"58,35%";"57,86%";"14010473";"102472"
"Serrano, Walter";"M RC";"Atl. Rafaela";"29";"0";"0";"1.820";"533.060";"734.310";"69,9% (W)";"71,4% (W)";"5600";"Rotation";"35,42%";"56,84%";"63,76%";"55,21%";"67,69%";"63,16%";"67,05%";"65,59%";"65,06%";"68,61%";"69,89%";"65,06%";"60,64%";"65,06%";"61,16%";"55,99%";"36,15%";"58,06%";"65,09%";"56,26%";"69,10%";"64,47%";"68,44%";"67,00%";"66,44%";"70,07%";"71,38%";"66,44%";"62,17%";"66,44%";"62,63%";"57,12%";"965207";"102472"
"Sosa, Sergio";"ST";"Atl. Rafaela";"21";"0";"0";"1.870";"1.249.000";"2.796.710";"67,5% (FS)";"74,9% (FS)";"5600";"First Team";"33,22%";"55,76%";"58,29%";"54,32%";"58,29%";"58,54%";"58,54%";"57,84%";"62,35%";"59,61%";"62,35%";"62,35%";"58,25%";"62,35%";"67,54%";"62,74%";"36,46%";"61,41%";"64,15%";"59,24%";"64,15%";"64,36%";"64,36%";"63,87%";"68,69%";"66,03%";"68,69%";"68,69%";"64,98%";"68,69%";"74,94%";"68,65%";"14122357";"102472"
"Urribarri, Bruno";"D/WB L";"Atl. Rafaela";"29";"0";"0";"1.650";"550.900";"1.023.370";"70,8% (FB)";"74,9% (FB)";"5600";"First Team";"34,42%";"57,82%";"70,84%";"59,84%";"65,94%";"70,08%";"65,32%";"63,56%";"68,41%";"64,18%";"64,21%";"64,21%";"56,83%";"64,21%";"59,01%";"56,03%";"36,32%";"61,39%";"74,94%";"63,08%";"69,76%";"74,07%";"69,03%";"67,01%";"72,37%";"67,59%";"67,92%";"67,92%";"60,60%";"67,92%";"62,92%";"59,10%";"14001620";"102472"
"Werner, Axel";"GK";"Atl. Rafaela";"19";"0";"0";"630";"452.720";"680.460";"64,1% (GK)";"72,7% (GK)";"5600";"Hot Prospect";"64,15%";"46,64%";"41,99%";"47,36%";"41,99%";"41,40%";"41,40%";"46,15%";"45,91%";"45,30%";"45,91%";"45,91%";"42,87%";"45,91%";"44,59%";"50,67%";"72,69%";"51,69%";"47,02%";"51,71%";"47,02%";"46,20%";"46,20%";"51,32%";"50,78%";"50,22%";"50,78%";"50,78%";"47,33%";"50,78%";"49,22%";"55,00%";"14063557";"102472"
"Abelairas, Matías";"M LC";"Banfield";"30";"0";"0";"1.770";"357.700";"317.680";"66,7% (W)";"70,0% (W)";"5900";"Backup";"31,96%";"53,65%";"60,90%";"51,18%";"60,90%";"63,22%";"60,12%";"62,60%";"66,71%";"66,22%";"62,25%";"65,81%";"60,37%";"62,25%";"59,18%";"51,17%";"33,60%";"56,50%";"63,98%";"53,77%";"63,98%";"66,42%";"63,16%";"65,55%";"70,01%";"69,26%";"65,33%";"69,06%";"63,55%";"65,33%";"62,39%";"53,80%";"958499";"80"
"Asenjo, Mauricio";"ST";"Banfield";"22";"0";"0";"1.030";"924.500";"1.903.430";"64,7% (FS)";"72,1% (FS)";"5900";"Rotation";"30,75%";"54,96%";"59,58%";"52,86%";"59,58%";"59,17%";"59,17%";"56,13%";"61,74%";"57,97%";"61,74%";"61,74%";"55,82%";"61,74%";"64,71%";"63,37%";"33,99%";"60,61%";"65,44%";"57,78%";"65,44%";"64,99%";"64,99%";"62,28%";"68,08%";"64,56%";"68,08%";"68,08%";"62,56%";"68,08%";"72,11%";"69,27%";"14101650";"80"
"Bettini, Gonzalo";"D/WB/M R";"Banfield";"24";"0";"0";"1.520";"1.011.750";"2.219.200";"71,7% (FB)";"74,4% (FB)";"5900";"First Team";"32,92%";"58,61%";"71,07%";"56,42%";"71,66%";"65,20%";"69,87%";"62,06%";"63,76%";"62,86%";"68,04%";"63,76%";"56,03%";"63,76%";"58,17%";"57,21%";"34,34%";"60,97%";"73,76%";"58,51%";"74,37%";"67,69%";"72,55%";"64,63%";"66,32%";"65,50%";"70,78%";"66,32%";"58,64%";"66,32%";"60,85%";"59,39%";"14035149";"80"
"Bianchi Arce, Nicolás";"D C";"Banfield";"28";"0";"0";"2.020";"1.059.400";"1.862.020";"71,3% (CB)";"71,3% (CB)";"5900";"First Team";"35,75%";"66,58%";"63,11%";"71,34%";"63,11%";"61,83%";"61,83%";"61,38%";"60,01%";"60,71%";"60,01%";"60,01%";"52,21%";"60,01%";"55,89%";"64,73%";"35,75%";"66,58%";"63,11%";"71,34%";"63,11%";"61,83%";"61,83%";"62,11%";"60,01%";"61,70%";"60,01%";"60,01%";"52,21%";"60,01%";"55,89%";"64,73%";"14000188";"80"
"Bologna, Enrique";"GK";"Banfield";"33";"0";"0";"1.780";"249.830";"414.930";"73,3% (GK)";"73,3% (GK)";"5900";"First Team";"73,29%";"53,13%";"49,81%";"52,23%";"49,81%";"49,19%";"49,19%";"54,57%";"52,99%";"53,80%";"52,99%";"52,99%";"50,67%";"52,99%";"50,40%";"54,27%";"73,29%";"53,13%";"49,81%";"52,23%";"49,81%";"49,19%";"49,19%";"54,67%";"52,99%";"53,94%";"52,99%";"52,99%";"50,67%";"52,99%";"50,40%";"54,27%";"958147";"80"
"Civelli, Luciano";"D/WB L";"Banfield";"29";"0";"0";"2.190";"625.010";"1.156.050";"67,9% (FB)";"70,2% (FB)";"5900";"Rotation";"33,49%";"60,69%";"67,90%";"59,95%";"63,20%";"66,82%";"62,61%";"60,93%";"67,65%";"63,37%";"63,73%";"67,37%";"57,04%";"63,73%";"64,47%";"66,07%";"34,68%";"62,78%";"70,20%";"61,82%";"65,35%";"69,04%";"64,70%";"62,99%";"69,93%";"65,44%";"65,87%";"69,63%";"59,26%";"65,87%";"66,83%";"68,01%";"14001479";"80"
"Domingo, Nicolás";"DM";"Banfield";"30";"0";"0";"2.390";"690.760";"1.139.950";"71,4% (DM)";"72,0% (DM)";"5900";"First Team";"35,15%";"62,40%";"66,66%";"62,28%";"66,66%";"65,28%";"65,28%";"71,37%";"64,72%";"71,02%";"68,42%";"64,72%";"59,15%";"64,72%";"60,83%";"60,83%";"35,48%";"63,02%";"67,30%";"62,73%";"67,30%";"65,91%";"65,91%";"71,99%";"65,34%";"71,60%";"69,07%";"65,34%";"59,80%";"65,34%";"61,50%";"61,28%";"958319";"80"
"Erviti, Walter";"DM, M LC";"Banfield";"35";"1";"0";"3.720";"92.860";"103.280";"77,9% (M)";"77,7% (M)";"5900";"Key Player";"38,34%";"59,20%";"68,78%";"58,95%";"68,78%";"68,29%";"68,29%";"74,25%";"77,06%";"77,92%";"72,21%";"76,33%";"74,36%";"72,21%";"68,98%";"63,84%";"38,34%";"59,20%";"68,78%";"58,95%";"68,78%";"68,29%";"68,29%";"74,09%";"77,06%";"77,70%";"72,21%";"76,33%";"74,36%";"72,21%";"68,98%";"63,84%";"950095";"80"
"García, Juan Ezequiel";"DM";"Banfield";"24";"0";"0";"1.060";"854.520";"1.155.860";"63,4% (M)";"67,8% (M)";"5900";"Backup";"33,61%";"55,71%";"60,19%";"54,20%";"60,19%";"59,16%";"59,16%";"62,43%";"59,81%";"63,40%";"59,81%";"59,81%";"55,27%";"59,81%";"56,51%";"53,74%";"35,53%";"59,24%";"63,92%";"57,27%";"63,92%";"62,85%";"62,85%";"66,66%";"63,53%";"67,79%";"63,53%";"63,53%";"59,12%";"63,53%";"60,39%";"56,79%";"14047889";"80"
"García, Juan Manuel";"ST";"Banfield";"23";"0";"0";"1.340";"477.400";"582.260";"63,0% (FS)";"67,8% (FS)";"5900";"Backup";"28,89%";"50,07%";"50,57%";"49,13%";"50,57%";"50,91%";"50,91%";"52,24%";"58,02%";"54,66%";"58,02%";"58,02%";"55,74%";"58,02%";"62,97%";"60,93%";"30,95%";"53,66%";"54,27%";"52,20%";"54,27%";"54,61%";"54,61%";"56,19%";"62,12%";"58,90%";"62,12%";"62,12%";"60,15%";"62,12%";"67,84%";"64,71%";"14047888";"80"
"Noguera, Fabián";"D C";"Banfield";"22";"0";"0";"1.930";"604.750";"777.440";"72,7% (CB)";"78,5% (CB)";"5900";"First Team";"38,31%";"65,03%";"61,77%";"72,75%";"61,77%";"60,18%";"60,18%";"60,46%";"58,56%";"58,91%";"58,56%";"58,56%";"52,13%";"58,56%";"56,01%";"63,85%";"41,73%";"71,04%";"67,78%";"78,54%";"67,78%";"66,01%";"66,01%";"66,31%";"64,27%";"64,74%";"64,27%";"64,27%";"57,86%";"64,27%";"61,93%";"68,68%";"14047884";"80"
"Prichoda, Lihué";"WB/M RL";"Banfield";"26";"0";"0";"760";"363.480";"330.980";"62,7% (W)";"68,3% (W)";"5900";"Backup";"33,46%";"52,49%";"55,10%";"53,71%";"55,10%";"58,85%";"58,85%";"52,36%";"62,29%";"54,44%";"62,70%";"61,96%";"53,64%";"61,96%";"57,54%";"57,88%";"36,10%";"57,31%";"60,36%";"57,99%";"60,36%";"64,34%";"64,34%";"57,62%";"67,89%";"59,91%";"68,34%";"67,53%";"59,00%";"67,53%";"63,01%";"62,29%";"14008316";"80"
"Requena, Jonathan";"AM C";"Banfield";"19";"0";"0";"940";"924.500";"1.281.940";"64,5% (M)";"73,3% (M)";"5900";"Hot Prospect";"31,43%";"51,30%";"61,70%";"50,43%";"61,70%";"61,65%";"61,65%";"57,85%";"62,46%";"64,46%";"62,46%";"62,46%";"60,79%";"62,46%";"57,62%";"53,15%";"35,60%";"58,77%";"69,78%";"57,03%";"69,78%";"69,58%";"69,58%";"65,81%";"70,45%";"73,27%";"70,45%";"70,45%";"69,68%";"70,45%";"65,91%";"59,93%";"14086716";"80"
