"","Pos","Nombre","Valor","PT","Prom","Reg","PJ","F","GC","GP","GR","EC","VI","A","R","PE","PA","equipo"
"888","VOL","Aprile, Gustavo","$1.100.000","36","4,50","4,29","8","0","0","0","0","0","0","2","0","0","0","temperley"
"889","VOL","Esparza, Gabriel","$2.800.000","126","7,00","21,69","18","3","2","0","0","0","0","0","1","0","0","temperley"
"890","VOL","Peralta, Nahuel","$1.000.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","temperley"
"891","DEL","Grbec, Javier","$2.200.000","94","5,88","12,25","16","0","4","0","0","0","0","0","0","0","0","temperley"
"892","DEL","López, Luis","$1.900.000","16","4,00","3,53","4","0","0","0","0","0","0","1","0","0","0","temperley"
"893","DEL","Sosa, Franco","$1.200.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","temperley"
"894","DEL","Dinenno, Juan I.","$3.000.000","119","5,41","8,70","22","0","2","0","0","0","0","2","0","0","0","temperley"
"895","DEL","Vilchez, Pablo","$2.000.000","30","4,29","4,27","7","0","0","1","0","0","0","3","0","0","0","temperley"
"896","ARQ","D'Angelo, Sebastián","$900.000","60","6,00","11,00","10","1","0","0","8","0","3","1","0","0","0","tigre"
"897","ARQ","García, Javier","$4.000.000","114","6,00","13,89","19","1","0","0","16","0","7","1","0","0","0","tigre"
"898","ARQ","Lugo, Fernando","$600.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","tigre"
"899","ARQ","Bonet, Alexis","$300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","tigre"
"900","DEF","Izaguirre, Santiago","$500.000","13","4,33","1,98","3","0","0","0","0","0","0","1","0","0","0","tigre"
"901","DEF","Bonadío, Ignacio","$800.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","tigre"
"902","DEF","Pantaleone, Nicolás","$300.000","5","2,50","0,81","2","0","0","0","0","0","0","0","1","0","0","tigre"
"903","DEF","Echeverría, Mariano","$3.900.000","52","5,20","6,80","10","0","0","0","0","0","3","2","0","0","0","tigre"
"904","DEF","Goñi, Ernesto","$3.500.000","114","5,43","9,49","21","0","1","0","0","0","7","6","0","0","0","tigre"
"905","DEF","González Pirez, L.","$4.200.000","190","6,79","13,62","28","1","2","0","0","0","9","4","0","0","0","tigre"
"906","DEF","Blengio, Juan Carlos","$4.700.000","115","6,39","12,61","18","0","1","0","0","0","6","4","0","0","0","tigre"
"907","DEF","Godoy, Erik","$2.500.000","124","5,64","7,98","22","0","0","0","0","0","11","6","0","0","0","tigre"
"908","VOL","Arzura, Joaquín","$2.000.000","103","4,68","5,31","22","0","0","0","0","0","0","10","0","0","0","tigre"
"909","VOL","Galmarini, Martín","$3.100.000","82","4,82","9,53","17","0","1","0","0","0","0","8","0","0","0","tigre"
"910","VOL","Itabel, Kevin","$2.800.000","52","5,20","7,80","10","1","0","0","0","0","0","2","0","0","0","tigre"
"911","VOL","Rodríguez, Jorge","$2.500.000","59","5,90","7,90","10","0","0","0","0","0","0","0","0","0","0","tigre"
"912","VOL","Wilchez, Lucas","$3.500.000","129","6,14","11,61","21","0","2","0","0","0","0","1","0","0","0","tigre"
"913","VOL","Sánchez, Facundo","$2.600.000","153","6,65","18,89","23","2","3","0","0","0","0","1","0","0","0","tigre"
"914","VOL","Pelletieri, Agustín","$3.400.000","44","4,89","5,38","9","0","0","0","0","0","0","2","0","0","0","tigre"
"915","VOL","Castro, Alexis","$1.000.000","26","5,20","3,98","5","0","0","0","0","0","0","1","0","0","0","tigre"
"916","VOL","Menossi, Lucas","$1.600.000","59","5,36","6,77","11","0","0","0","0","0","0","1","0","0","0","tigre"
"917","VOL","Paglialunga, Mario","$1.800.000","54","5,40","7,09","10","1","0","0","0","0","0","1","0","0","0","tigre"
"918","VOL","Orzán, Horacio","$3.300.000","82","4,56","5,66","18","0","0","0","0","0","0","5","0","0","0","tigre"
"919","DEL","Garate, Leandro","$900.000","5","5,00","0,81","1","0","0","0","0","0","0","0","0","0","0","tigre"
"920","DEL","Leguizamón, Leandro","$1.400.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","tigre"
"921","DEL","Morales Neumann, J.","$2.000.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","tigre"
"922","DEL","Janson, Lucas","$1.800.000","25","5,00","3,54","5","0","0","0","0","0","0","0","0","0","0","tigre"
"923","DEL","Correa, José Erik","$2.000.000","5","5,00","1,56","1","0","0","0","0","0","0","0","0","0","0","tigre"
"924","DEL","González, Federico","$4.500.000","81","6,23","16,14","13","1","3","0","0","0","0","1","1","0","0","tigre"
"925","DEL","Luna, Carlos","$4.900.000","163","6,04","19,18","27","4","5","3","0","0","0","10","0","0","0","tigre"
"926","DEL","Rincón, Sebastián","$2.200.000","98","7,54","22,73","13","3","3","0","0","0","0","3","0","0","0","tigre"
"927","ARQ","Castro, Matías","$2.900.000","42","4,67","6,97","9","1","0","0","15","0","1","1","0","0","0","union"
"928","ARQ","Papaleo, Joaquín","$1.600.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","union"
"929","ARQ","Fernández, Nereo","$3.300.000","116","5,52","13,78","21","0","0","0","20","0","8","4","0","0","0","union"
"930","ARQ","Peano, Marcos","$1.400.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","union"
"931","DEF","Sánchez, Leonardo","$3.500.000","134","6,38","14,92","21","1","2","0","0","0","5","5","0","0","0","union"
"932","DEF","Sandona, Agustín","$1.200.000","11","5,50","1,90","2","0","0","0","0","0","2","1","0","0","0","union"
"933","DEF","Brítez, Emanuel","$2.200.000","99","4,95","13,94","20","0","2","0","0","0","5","9","2","0","0","union"
"934","DEF","Zurbriggen, Santiago","$2.500.000","150","5,17","2,60","29","0","0","0","0","0","9","4","0","0","0","union"
"935","DEF","Cardozo, Marcelo","$1.900.000","58","5,27","7,53","11","0","0","0","0","0","5","2","0","0","0","union"
"936","DEF","Fleita, Jonatan","$600.000","39","6,50","7,01","6","0","0","0","0","0","4","0","0","0","0","union"
"937","DEF","G. Guerreño, Rolando","$2.800.000","145","5,58","9,74","26","0","1","0","0","0","8","6","0","0","0","union"
"938","DEF","Pittón, Bruno","$300.000","5","5,00","0,81","1","0","0","0","0","0","0","0","0","0","0","union"
"939","DEF","Maidana, Mauro","$1.800.000","20","4,00","2,69","5","0","0","0","0","0","2","2","0","0","0","union"
"940","VOL","Montero, Fausto","$3.000.000","61","4,69","7,83","13","0","1","0","0","0","0","4","0","0","0","union"
"941","VOL","Colitto, Lucas","$300.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","union"
"942","VOL","Malcorra, Ignacio","$4.700.000","208","7,43","21,66","28","2","6","3","0","0","0","3","0","0","0","union"
"943","VOL","Martínez, Mauricio","$2.200.000","151","5,39","6,03","28","2","1","0","0","0","0","9","0","0","0","union"
"944","VOL","Lissi, Gerónimo","$1.400.000","3","3,00","0,56","1","0","0","0","0","0","0","1","0","0","0","union"
"945","VOL","Pittón, Mauro","$300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","union"
"946","VOL","Fantín, Matías","$400.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","union"
"947","VOL","Affranchino, Facundo","$2.800.000","25","4,17","4,22","6","0","0","0","0","0","0","0","0","0","0","union"
"948","VOL","Rivas, Juan","$2.600.000","73","4,87","7,78","15","0","1","0","0","0","0","4","0","0","0","union"
"949","VOL","Ellacopulos, Emiliano","$2.400.000","15","7,50","4,32","2","0","1","0","0","0","0","0","0","0","0","union"
"950","VOL","Sánchez, Matías","$2.300.000","59","4,54","7,97","13","2","0","0","0","0","0","7","1","0","0","union"
"951","VOL","Villar, Diego","$3.300.000","111","4,63","5,54","24","1","0","0","0","0","0","7","1","0","0","union"
"952","VOL","De Iriondo, Manuel","$1.500.000","40","5,00","5,09","8","0","0","0","0","0","0","0","0","0","0","union"
"953","DEL","Guerra, Claudio","$2.200.000","11","3,67","1,37","3","0","0","0","0","0","0","1","0","0","0","union"
"954","DEL","Bolzicco, Tomás","$300.000","6","6,00","1,16","1","0","0","0","0","0","0","0","0","0","0","union"
"955","DEL","Tarquini, Jonatan","$900.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","union"
"956","DEL","Riaño, Claudio","$4.200.000","111","5,55","13,68","20","1","4","0","0","0","0","0","1","1","0","union"
"957","DEL","Castro, Facundo","$800.000","13","4,33","1,71","3","0","0","0","0","0","0","0","0","0","0","union"
"958","DEL","Gamba, Lucas","$3.900.000","179","6,17","12,50","29","1","6","0","0","0","0","1","0","0","0","union"
"959","DEL","Soldano, Franco","$1.000.000","72","6,55","21,44","11","1","2","0","0","0","0","1","0","0","0","union"
"960","DEL","Castro, Matías","$2.400.000","6","3,00","0,63","2","0","0","0","0","0","0","1","0","0","0","union"
"961","ARQ","Aguerre, Alan","$3.000.000","141","6,13","18,14","23","3","0","0","27","0","6","4","0","0","1","velez"
"962","ARQ","Yordan, Gonzalo","$900.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","velez"
"963","DEF","Pérez Acuña, Matías","$1.700.000","53","4,42","9,11","12","0","1","0","0","0","4","7","1","0","0","velez"
"964","DEF","Pérez, Damián","$2.500.000","47","5,88","11,18","8","0","1","0","0","0","3","2","1","0","0","velez"
"965","DEF","Amor, Emiliano","$1.800.000","137","5,48","17,91","25","1","2","0","0","0","7","9","3","0","0","velez"
"966","DEF","Ríos, Ramiro","$300.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","velez"
"967","DEF","Cardozo, Facundo","$2.200.000","58","4,83","7,86","12","0","0","0","0","0","4","5","0","0","0","velez"
"968","DEF","Cubero, Fabián","$4.000.000","118","6,21","22,46","19","2","2","0","0","0","5","6","2","0","0","velez"
"969","DEF","Grillo, Fausto","$1.300.000","22","4,40","4,52","5","0","0","0","0","0","1","2","0","0","0","velez"
"970","DEF","Giannetti, Lautaro","$1.600.000","84","5,60","8,69","15","0","0","0","0","0","4","0","0","0","0","velez"
"971","DEF","Jerez, Eric","$1.100.000","10","5,00","1,56","2","0","0","0","0","0","0","0","0","0","0","velez"
"972","VOL","Correa, Jorge","$1.000.000","5","5,00","0,81","1","0","0","0","0","0","0","0","0","0","0","velez"
"973","VOL","Delgadillo, Nicolás","$1.000.000","72","6,00","12,57","12","0","1","0","0","0","0","0","0","0","0","velez"
"974","VOL","Desábato, Leandro L.","$2.100.000","117","5,32","8,82","22","0","1","0","0","0","0","4","0","0","0","velez"
"975","VOL","Doffo, Agustín","$300.000","55","4,58","5,27","12","0","0","0","0","0","0","2","0","0","0","velez"
"976","VOL","Ferreira, Brian","$1.700.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","velez"
"977","VOL","Ferreyra, Germán","$300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","velez"
"978","VOL","Compagnucci, Lucio","$1.100.000","13","4,33","1,78","3","0","0","0","0","0","0","1","0","0","0","velez"
"979","VOL","Chacón, Iván","$1.300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","velez"
"980","VOL","Cufré, Braian","$300.000","11","5,50","1,90","2","0","0","0","0","0","0","0","0","0","0","velez"
"981","VOL","Martelli, Sebastián","$400.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","velez"
"982","VOL","Vargas, Matías","$300.000","5","5,00","0,81","1","0","0","0","0","0","0","0","0","0","0","velez"
"983","VOL","Bogado, Emiliano","$300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","velez"
"984","VOL","Rolón, Leonardo","$2.000.000","51","4,64","5,21","11","0","0","0","0","0","0","1","0","0","0","velez"
"985","VOL","Romero, Lucas","$3.300.000","75","4,69","6,05","16","0","0","0","0","0","0","4","0","0","0","velez"
"986","VOL","Bella, Iván","$2.500.000","89","4,68","6,43","19","1","0","0","0","0","0","5","0","0","0","velez"
"987","VOL","Tripichio, Nicolás","$1.200.000","29","4,83","3,90","6","0","0","0","0","1","0","0","0","0","0","velez"
"988","VOL","Alvarenga, Fabricio","$300.000","27","4,50","3,36","6","0","0","0","0","0","0","1","0","0","0","velez"
"989","VOL","Asad, Yamil","$2.300.000","138","6,00","17,17","23","2","3","0","0","0","0","6","0","0","0","velez"
"990","VOL","Vera, Leandro","$400.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","velez"
"991","VOL","Villalba, Leonardo","$1.100.000","30","4,29","3,53","7","0","0","0","0","0","0","2","0","0","0","velez"
"992","VOL","Somoza, Leandro","$3.700.000","76","4,47","6,58","17","0","0","0","0","0","0","3","1","0","0","velez"
"993","DEL","Cáseres, Ramiro","$1.500.000","14","4,67","1,98","3","0","0","0","0","0","0","0","0","0","0","velez"
"994","DEL","Caraglio, Milton","$4.500.000","134","5,36","13,12","25","1","3","3","0","0","0","5","1","0","0","velez"
"995","DEL","Vélez Cedeño, Jairo","$700.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","velez"
"996","DEL","Nanni, Roberto","$4.300.000","19","3,80","2,03","5","0","0","0","0","0","0","1","0","0","0","velez"
"997","DEL","Arario, Alan","$1.600.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","velez"
"998","DEL","Toledo, Hernán","$300.000","26","5,20","3,78","5","0","0","0","0","0","0","0","0","0","0","velez"
"999","DEL","Vázquez, Federico","$500.000","9","4,50","1,28","2","0","0","0","0","0","0","0","0","0","0","velez"
